DISTRITO,TECNOLOGÍA,RANGO_VELOC_BAJADA,EMPRESA,POBREZA
RIMAC,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,
RIMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,
RIMAC,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,
SAN BARTOLO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,13.336333
SAN BORJA,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,0.463208
SAN BORJA,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,0.463208
SAN BORJA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,0.463208
SAN BORJA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,0.463208
SAN BORJA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,0.463208
SAN BORJA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,0.463208
SAN BORJA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,0.463208
SAN BORJA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,0.463208
SAN BORJA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,0.463208
SAN ISIDRO,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,0.0573462999999999
SAN JUAN DE LURIGANCHO,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,17.703940000000003
SAN JUAN DE LURIGANCHO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,17.703940000000003
SAN JUAN DE MIRAFLORES,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,15.181919999999998
SAN JUAN DE MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,15.181919999999998
SAN LUIS,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,5.473567
SAN LUIS,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,5.473567
SAN LUIS,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,5.473567
SAN LUIS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,5.473567
SAN LUIS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,5.473567
SAN LUIS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,5.473567
SAN LUIS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,5.473567
SAN LUIS,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,5.473567
SAN MARTIN DE PORRES,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,
SAN MIGUEL,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,1.5817259999999995
SAN MIGUEL,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,1.5817259999999995
SANTA ANITA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,9.643694
SANTA ANITA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,9.643694
SANTA ANITA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,9.643694
SANTA ANITA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,9.643694
SANTA ANITA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,9.643694
SANTA ANITA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,9.643694
SANTA ANITA,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,9.643694
SANTIAGO DE SURCO,Fibra Óptica,1024 <= BW < 2048 kbps,FIBERLUX TECH S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,1.231283
SANTIAGO DE SURCO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,1.231283
SURQUILLO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,2.747559
SURQUILLO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,2.747559
SURQUILLO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,2.747559
SURQUILLO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,2.747559
SURQUILLO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,2.747559
SURQUILLO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,2.747559
SURQUILLO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,2.747559
VILLA EL SALVADOR,Fibra Óptica,2048 <=  BW < 4096 kbps,FIBERLUX TECH S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,4 Mbps <= BW < 8 Mbps,FIBERLUX TECH S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,20.166089
VILLA MARIA DEL TRIUNFO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,FIBERLUX TECH S.A.C.,
VILLA MARIA DEL TRIUNFO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,FIBERLUX TECH S.A.C.,
VILLA MARIA DEL TRIUNFO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,FIBERLUX TECH S.A.C.,
VILLA MARIA DEL TRIUNFO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,FIBERLUX TECH S.A.C.,
VILLA MARIA DEL TRIUNFO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,FIBERLUX TECH S.A.C.,
VILLA MARIA DEL TRIUNFO,Fibra Óptica,BW >= 200 Mbps,FIBERLUX TECH S.A.C.,
SAN JUAN DE MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GIGA & MEGA PLUS TV S.A.C.,15.181919999999998
VILLA EL SALVADOR,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GIGA & MEGA PLUS TV S.A.C.,20.166089
VILLA EL SALVADOR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GIGA & MEGA PLUS TV S.A.C.,20.166089
COMAS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.,16.044522999999998
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.,20.590949
LOS OLIVOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.,7.881448000000001
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.,22.678988
RIMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.,
SAN MARTIN DE PORRES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GPON NETWORKS S.A.C.,
ANCON,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,
ATE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,17.174936
ATE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,17.174936
ATE,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,17.174936
BARRANCO,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,3.1723250000000003
BARRANCO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,3.1723250000000003
BARRANCO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,3.1723250000000003
BARRANCO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,3.1723250000000003
BARRANCO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,3.1723250000000003
BARRANCO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,3.1723250000000003
BARRANCO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,3.1723250000000003
BREÑA,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,4.041467
BREÑA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,4.041467
BREÑA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,4.041467
BREÑA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,4.041467
BREÑA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,4.041467
BREÑA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,4.041467
BREÑA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,4.041467
CARABAYLLO,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,19.176021
CARABAYLLO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,19.176021
CARABAYLLO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,19.176021
CARABAYLLO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,19.176021
CARABAYLLO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,19.176021
CHACLACAYO,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,9.712625
CHACLACAYO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,9.712625
CHORRILLOS,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,11.60839
CHORRILLOS,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,11.60839
CHORRILLOS,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,11.60839
CHORRILLOS,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,11.60839
CHORRILLOS,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,11.60839
CHORRILLOS,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,11.60839
CHORRILLOS,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,11.60839
CIENEGUILLA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,17.529394000000003
CIENEGUILLA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,17.529394000000003
EL AGUSTINO,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,16.689837
EL AGUSTINO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,16.689837
EL AGUSTINO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,16.689837
EL AGUSTINO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,16.689837
EL AGUSTINO,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,16.689837
EL AGUSTINO,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,16.689837
INDEPENDENCIA,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,20.590949
INDEPENDENCIA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,20.590949
INDEPENDENCIA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,20.590949
INDEPENDENCIA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,20.590949
INDEPENDENCIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,20.590949
INDEPENDENCIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,20.590949
INDEPENDENCIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,20.590949
JESUS MARIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,
JESUS MARIA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,
JESUS MARIA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,
LA MOLINA,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,1.168268
LA MOLINA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,1.168268
LA MOLINA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,1.168268
LA MOLINA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,1.168268
LA MOLINA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,1.168268
LA MOLINA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,1.168268
LA MOLINA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,1.168268
LA MOLINA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,1.168268
LA MOLINA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,1.168268
LA VICTORIA,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,11.057018
LA VICTORIA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,11.057018
LA VICTORIA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,11.057018
LA VICTORIA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,11.057018
LA VICTORIA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,11.057018
LA VICTORIA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,11.057018
LA VICTORIA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,11.057018
LA VICTORIA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,11.057018
LIMA,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,7.958983999999999
LIMA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,7.958983999999999
LINCE,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,1.452933
LINCE,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,1.452933
LINCE,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,1.452933
LINCE,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,1.452933
LINCE,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,1.452933
LINCE,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,1.452933
LINCE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,1.452933
LINCE,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,1.452933
LINCE,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,1.452933
LURIN,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,
LURIN,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,
MAGDALENA DEL MAR,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,0.7822179999999999
MAGDALENA DEL MAR,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,0.7822179999999999
MIRAFLORES,Fibra Óptica,1024 <= BW < 2048 kbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,0.0855
MIRAFLORES,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,0.0855
PACHACAMAC,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,
PACHACAMAC,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,
PACHACAMAC,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,
PACHACAMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,
PUEBLO LIBRE,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,0.779682
PUENTE PIEDRA,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,22.678988
PUENTE PIEDRA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,22.678988
PUENTE PIEDRA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,22.678988
PUENTE PIEDRA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,22.678988
PUENTE PIEDRA,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,22.678988
PUENTE PIEDRA,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,22.678988
PUNTA HERMOSA,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,19.183087
PUNTA HERMOSA,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,19.183087
PUNTA HERMOSA,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,19.183087
PUNTA HERMOSA,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,19.183087
RIMAC,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,
RIMAC,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,
RIMAC,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,
RIMAC,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,
RIMAC,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,
RIMAC,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,
RIMAC,Fibra Óptica,100 Mbps <= BW < 200 Mbps,GTD PERÚ S.A.,
SAN BARTOLO,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,13.336333
SAN BARTOLO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,13.336333
SAN BORJA,Fibra Óptica,BW >= 200 Mbps,GTD PERÚ S.A.,0.463208
SAN ISIDRO,Fibra Óptica,2048 <=  BW < 4096 kbps,GTD PERÚ S.A.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,4 Mbps <= BW < 8 Mbps,GTD PERÚ S.A.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,8 Mbps <= BW < 16 Mbps,GTD PERÚ S.A.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,16 Mbps <= BW < 30 Mbps,GTD PERÚ S.A.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,30 Mbps <= BW < 50 Mbps,GTD PERÚ S.A.,0.0573462999999999
SAN ISIDRO,Fibra Óptica,50 Mbps <= BW < 100 Mbps,GTD PERÚ S.A.,0.0573462999999999
